RIM,ALM,tyramine,lgc-55
RIM,ALN,tyramine,lgc-55
RIM,AVB,tyramine,lgc-55
RIM,AVM,tyramine,lgc-55
RIM,HSN,tyramine,lgc-55
RIM,IL1,tyramine,lgc-55
RIM,RMD,tyramine,lgc-55
RIM,SDQ,tyramine,lgc-55
RIM,SMD,tyramine,lgc-55
RIM,AIY,tyramine,ser-2
RIM,AIZ,tyramine,ser-2
RIM,ALN,tyramine,ser-2
RIM,AUA,tyramine,ser-2
RIM,AVH,tyramine,ser-2
RIM,BDU,tyramine,ser-2
RIM,CAN,tyramine,ser-2
RIM,DA9,tyramine,ser-2
RIM,DVA,tyramine,ser-2
RIM,LUA,tyramine,ser-2
RIM,NSM,tyramine,ser-2
RIM,OLL,tyramine,ser-2
RIM,PDA,tyramine,ser-2
RIM,PVC,tyramine,ser-2
RIM,PVD,tyramine,ser-2
RIM,PVT,tyramine,ser-2
RIM,RIA,tyramine,ser-2
RIM,RIC,tyramine,ser-2
RIM,RID,tyramine,ser-2
RIM,RME,tyramine,ser-2
RIM,SAB,tyramine,ser-2
RIM,SDQ,tyramine,ser-2
RIM,SIA,tyramine,ser-2
RIM,VD,tyramine,ser-2
RIM,ALM,tyramine,tyra-2
RIM,ASE,tyramine,tyra-2
RIM,ASG,tyramine,tyra-2
RIM,ASH,tyramine,tyra-2
RIM,ASI,tyramine,tyra-2
RIM,CAN,tyramine,tyra-2
RIM,MC,tyramine,tyra-2
RIM,NSM,tyramine,tyra-2
RIM,PVD,tyramine,tyra-2
RIM,ADE,tyramine,tyra-3
RIM,ADL,tyramine,tyra-3
RIM,AFD,tyramine,tyra-3
RIM,AIM,tyramine,tyra-3
RIM,ASK,tyramine,tyra-3
RIM,AUA,tyramine,tyra-3
RIM,AWC,tyramine,tyra-3
RIM,BAG,tyramine,tyra-3
RIM,CEP,tyramine,tyra-3
RIM,OLQ,tyramine,tyra-3
RIM,PVT,tyramine,tyra-3
RIM,SDQ,tyramine,tyra-3
RIC,ADE,octopamine,octr-1
RIC,AIY,octopamine,octr-1
RIC,ASH,octopamine,octr-1
RIC,ASI,octopamine,octr-1
RIC,CEP,octopamine,octr-1
RIC,ASH,octopamine,ser-3
RIC,PHA,octopamine,ser-3
RIC,PHB,octopamine,ser-3
RIC,PVQ,octopamine,ser-3
RIC,SIA,octopamine,ser-3
RIC,ADL,octopamine,ser-6
RIC,ASI,octopamine,ser-6
RIC,AWB,octopamine,ser-6
RIC,RIC,octopamine,ser-6
RIC,SIA,octopamine,ser-6
ADE,ALM,dopamine,dop-1
ADE,ALN,dopamine,dop-1
ADE,AS,dopamine,dop-1
ADE,AUA,dopamine,dop-1
ADE,AVM,dopamine,dop-1
ADE,DA,dopamine,dop-1
ADE,DB,dopamine,dop-1
ADE,PHC,dopamine,dop-1
ADE,PLM,dopamine,dop-1
ADE,PLN,dopamine,dop-1
ADE,PVD,dopamine,dop-1
ADE,PVQ,dopamine,dop-1
ADE,RIB,dopamine,dop-1
ADE,RIM,dopamine,dop-1
ADE,RIS,dopamine,dop-1
ADE,VA,dopamine,dop-1
ADE,VB,dopamine,dop-1
CEP,ALM,dopamine,dop-1
CEP,ALN,dopamine,dop-1
CEP,AS,dopamine,dop-1
CEP,AUA,dopamine,dop-1
CEP,AVM,dopamine,dop-1
CEP,DA,dopamine,dop-1
CEP,DB,dopamine,dop-1
CEP,PHC,dopamine,dop-1
CEP,PLM,dopamine,dop-1
CEP,PLN,dopamine,dop-1
CEP,PVD,dopamine,dop-1
CEP,PVQ,dopamine,dop-1
CEP,RIB,dopamine,dop-1
CEP,RIM,dopamine,dop-1
CEP,RIS,dopamine,dop-1
CEP,VA,dopamine,dop-1
CEP,VB,dopamine,dop-1
PDE,ALM,dopamine,dop-1
PDE,ALN,dopamine,dop-1
PDE,AS,dopamine,dop-1
PDE,AUA,dopamine,dop-1
PDE,AVM,dopamine,dop-1
PDE,DA,dopamine,dop-1
PDE,DB,dopamine,dop-1
PDE,PHC,dopamine,dop-1
PDE,PLM,dopamine,dop-1
PDE,PLN,dopamine,dop-1
PDE,PVD,dopamine,dop-1
PDE,PVQ,dopamine,dop-1
PDE,RIB,dopamine,dop-1
PDE,RIM,dopamine,dop-1
PDE,RIS,dopamine,dop-1
PDE,VA,dopamine,dop-1
PDE,VB,dopamine,dop-1
ADE,ADE,dopamine,dop-2
ADE,CEP,dopamine,dop-2
ADE,PDA,dopamine,dop-2
ADE,PDE,dopamine,dop-2
ADE,RIA,dopamine,dop-2
ADE,RID,dopamine,dop-2
ADE,SIA,dopamine,dop-2
ADE,SIB,dopamine,dop-2
CEP,ADE,dopamine,dop-2
CEP,CEP,dopamine,dop-2
CEP,PDA,dopamine,dop-2
CEP,PDE,dopamine,dop-2
CEP,RIA,dopamine,dop-2
CEP,RID,dopamine,dop-2
CEP,SIA,dopamine,dop-2
CEP,SIB,dopamine,dop-2
PDE,ADE,dopamine,dop-2
PDE,CEP,dopamine,dop-2
PDE,PDA,dopamine,dop-2
PDE,PDE,dopamine,dop-2
PDE,RIA,dopamine,dop-2
PDE,RID,dopamine,dop-2
PDE,SIA,dopamine,dop-2
PDE,SIB,dopamine,dop-2
ADE,AS,dopamine,dop-3
ADE,ASE,dopamine,dop-3
ADE,ASK,dopamine,dop-3
ADE,DA,dopamine,dop-3
ADE,DB,dopamine,dop-3
ADE,DD,dopamine,dop-3
ADE,NSM,dopamine,dop-3
ADE,PVD,dopamine,dop-3
ADE,RIC,dopamine,dop-3
ADE,SIA,dopamine,dop-3
ADE,VA,dopamine,dop-3
ADE,VB,dopamine,dop-3
ADE,VD,dopamine,dop-3
CEP,AS,dopamine,dop-3
CEP,ASE,dopamine,dop-3
CEP,ASK,dopamine,dop-3
CEP,DA,dopamine,dop-3
CEP,DB,dopamine,dop-3
CEP,DD,dopamine,dop-3
CEP,NSM,dopamine,dop-3
CEP,PVD,dopamine,dop-3
CEP,RIC,dopamine,dop-3
CEP,SIA,dopamine,dop-3
CEP,VA,dopamine,dop-3
CEP,VB,dopamine,dop-3
CEP,VD,dopamine,dop-3
PDE,AS,dopamine,dop-3
PDE,ASE,dopamine,dop-3
PDE,ASK,dopamine,dop-3
PDE,DA,dopamine,dop-3
PDE,DB,dopamine,dop-3
PDE,DD,dopamine,dop-3
PDE,NSM,dopamine,dop-3
PDE,PVD,dopamine,dop-3
PDE,RIC,dopamine,dop-3
PDE,SIA,dopamine,dop-3
PDE,VA,dopamine,dop-3
PDE,VB,dopamine,dop-3
PDE,VD,dopamine,dop-3
ADE,ASG,dopamine,dop-4
ADE,AVL,dopamine,dop-4
ADE,CAN,dopamine,dop-4
ADE,I1,dopamine,dop-4
ADE,I2,dopamine,dop-4
ADE,PQR,dopamine,dop-4
CEP,ASG,dopamine,dop-4
CEP,AVL,dopamine,dop-4
CEP,CAN,dopamine,dop-4
CEP,I1,dopamine,dop-4
CEP,I2,dopamine,dop-4
CEP,PQR,dopamine,dop-4
PDE,ASG,dopamine,dop-4
PDE,AVL,dopamine,dop-4
PDE,CAN,dopamine,dop-4
PDE,I1,dopamine,dop-4
PDE,I2,dopamine,dop-4
PDE,PQR,dopamine,dop-4
ADE,AIM,dopamine,lgc-53
ADE,AVF,dopamine,lgc-53
ADE,CAN,dopamine,lgc-53
ADE,FLP,dopamine,lgc-53
ADE,HSN,dopamine,lgc-53
ADE,IL2,dopamine,lgc-53
ADE,PVD,dopamine,lgc-53
ADE,URY,dopamine,lgc-53
ADE,VA,dopamine,lgc-53
CEP,AIM,dopamine,lgc-53
CEP,AVF,dopamine,lgc-53
CEP,CAN,dopamine,lgc-53
CEP,FLP,dopamine,lgc-53
CEP,HSN,dopamine,lgc-53
CEP,IL2,dopamine,lgc-53
CEP,PVD,dopamine,lgc-53
CEP,URY,dopamine,lgc-53
CEP,VA,dopamine,lgc-53
PDE,AIM,dopamine,lgc-53
PDE,AVF,dopamine,lgc-53
PDE,CAN,dopamine,lgc-53
PDE,FLP,dopamine,lgc-53
PDE,HSN,dopamine,lgc-53
PDE,IL2,dopamine,lgc-53
PDE,PVD,dopamine,lgc-53
PDE,URY,dopamine,lgc-53
PDE,VA,dopamine,lgc-53
ADF,AIA,serotonin,mod-1
ADF,AIB,serotonin,mod-1
ADF,AIY,serotonin,mod-1
ADF,AIZ,serotonin,mod-1
ADF,DD,serotonin,mod-1
ADF,RIC,serotonin,mod-1
ADF,RID,serotonin,mod-1
ADF,RIM,serotonin,mod-1
ADF,RME,serotonin,mod-1
ADF,VD,serotonin,mod-1
HSN,AIA,serotonin,mod-1
HSN,AIB,serotonin,mod-1
HSN,AIY,serotonin,mod-1
HSN,AIZ,serotonin,mod-1
HSN,DD,serotonin,mod-1
HSN,RIC,serotonin,mod-1
HSN,RID,serotonin,mod-1
HSN,RIM,serotonin,mod-1
HSN,RME,serotonin,mod-1
HSN,VD,serotonin,mod-1
NSM,AIA,serotonin,mod-1
NSM,AIB,serotonin,mod-1
NSM,AIY,serotonin,mod-1
NSM,AIZ,serotonin,mod-1
NSM,DD,serotonin,mod-1
NSM,RIC,serotonin,mod-1
NSM,RID,serotonin,mod-1
NSM,RIM,serotonin,mod-1
NSM,RME,serotonin,mod-1
NSM,VD,serotonin,mod-1
ADF,DVC,serotonin,ser-1
ADF,PVQ,serotonin,ser-1
ADF,PVT,serotonin,ser-1
ADF,RIA,serotonin,ser-1
ADF,RIC,serotonin,ser-1
ADF,RMD,serotonin,ser-1
ADF,RMF,serotonin,ser-1
ADF,RMH,serotonin,ser-1
ADF,URY,serotonin,ser-1
HSN,DVC,serotonin,ser-1
HSN,PVQ,serotonin,ser-1
HSN,PVT,serotonin,ser-1
HSN,RIA,serotonin,ser-1
HSN,RIC,serotonin,ser-1
HSN,RMD,serotonin,ser-1
HSN,RMF,serotonin,ser-1
HSN,RMH,serotonin,ser-1
HSN,URY,serotonin,ser-1
NSM,DVC,serotonin,ser-1
NSM,PVQ,serotonin,ser-1
NSM,PVT,serotonin,ser-1
NSM,RIA,serotonin,ser-1
NSM,RIC,serotonin,ser-1
NSM,RMD,serotonin,ser-1
NSM,RMF,serotonin,ser-1
NSM,RMH,serotonin,ser-1
NSM,URY,serotonin,ser-1
ADF,AIB,serotonin,ser-4
ADF,DVA,serotonin,ser-4
ADF,DVC,serotonin,ser-4
ADF,M1,serotonin,ser-4
ADF,NSM,serotonin,ser-4
ADF,PVT,serotonin,ser-4
ADF,RIB,serotonin,ser-4
ADF,RIM,serotonin,ser-4
ADF,RIS,serotonin,ser-4
HSN,AIB,serotonin,ser-4
HSN,DVA,serotonin,ser-4
HSN,DVC,serotonin,ser-4
HSN,M1,serotonin,ser-4
HSN,NSM,serotonin,ser-4
HSN,PVT,serotonin,ser-4
HSN,RIB,serotonin,ser-4
HSN,RIM,serotonin,ser-4
HSN,RIS,serotonin,ser-4
NSM,AIB,serotonin,ser-4
NSM,DVA,serotonin,ser-4
NSM,DVC,serotonin,ser-4
NSM,M1,serotonin,ser-4
NSM,NSM,serotonin,ser-4
NSM,PVT,serotonin,ser-4
NSM,RIB,serotonin,ser-4
NSM,RIM,serotonin,ser-4
NSM,RIS,serotonin,ser-4
ADF,ASH,serotonin,ser-5
ADF,AVJ,serotonin,ser-5
ADF,AWB,serotonin,ser-5
HSN,ASH,serotonin,ser-5
HSN,AVJ,serotonin,ser-5
HSN,AWB,serotonin,ser-5
NSM,ASH,serotonin,ser-5
NSM,AVJ,serotonin,ser-5
NSM,AWB,serotonin,ser-5
ADF,I2,serotonin,ser-7
ADF,I3,serotonin,ser-7
ADF,I4,serotonin,ser-7
ADF,I6,serotonin,ser-7
ADF,M2,serotonin,ser-7
ADF,M3,serotonin,ser-7
ADF,M4,serotonin,ser-7
ADF,M5,serotonin,ser-7
ADF,MC,serotonin,ser-7
HSN,I2,serotonin,ser-7
HSN,I3,serotonin,ser-7
HSN,I4,serotonin,ser-7
HSN,I6,serotonin,ser-7
HSN,M2,serotonin,ser-7
HSN,M3,serotonin,ser-7
HSN,M4,serotonin,ser-7
HSN,M5,serotonin,ser-7
HSN,MC,serotonin,ser-7
NSM,I2,serotonin,ser-7
NSM,I3,serotonin,ser-7
NSM,I4,serotonin,ser-7
NSM,I6,serotonin,ser-7
NSM,M2,serotonin,ser-7
NSM,M3,serotonin,ser-7
NSM,M4,serotonin,ser-7
NSM,M5,serotonin,ser-7
NSM,MC,serotonin,ser-7
